"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-06-23 ~ 2025-07-22"
"실거래구분 : 단독다가구(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","주택유형","도로조건","연면적(㎡)","대지면적(㎡)","계약년월","계약일","거래금액(만원)","매수","매도","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"1747","경상북도 안동시 송천동","9**","단독","8m미만","117.71","458.00","202506","27","12,000","개인","개인","1991","향교1길","-","직거래","-"
"1748","서울특별시 관악구 신림동","3**","단독","8m미만","178.36","106.00","202506","27","91,500","개인","개인","1994","광신3길","-","중개거래","서울 강북구, 서울 관악구"
"1749","경기도 성남시 중원구 상대원동","7**","다가구","8m미만","148.86","99.80","202506","27","55,000","개인","개인","1986","금상로104번길","-","중개거래","경기 성남시 중원구"
"1750","경기도 안산시 단원구 대부동동","1***","단독","8m미만","95.58","379.00","202506","27","28,000","개인","개인","2002","영굴길","-","중개거래","경기 안산시 단원구"
"1751","경기도 파주시 금촌동","9**","다가구","8m미만","291.19","191.10","202506","27","29,000","개인","개인","2009","평화로","-","중개거래","경기 파주시"
"1752","전라남도 영암군 신북면 장산리","6**","단독","8m미만","67.70","260.00","202506","27","3,800","개인","개인","1998","양동주암길","-","직거래","-"
"1753","경기도 수원시 팔달구 지동","1**","단독","8m미만","56.86","132.00","202506","27","56,000","법인","개인","1969","세지로314번길","-","중개거래","경기 수원시 장안구"
"1754","전북특별자치도 순창군 순창읍 복실리","1**","단독","8m미만","96.90","615.00","202506","27","16,000","개인","개인","1978","신기길","-","직거래","-"
"1755","경상남도 창녕군 계성면 광계리","9**","단독","8m미만","90.46","238.00","202506","27","2,300","개인","개인","2000","광계마을길","-","직거래","-"
"1756","경기도 수원시 팔달구 화서동","2**","다가구","12m미만","191.28","126.00","202506","27","46,500","개인","개인","1989","화양로50번길","-","중개거래","경기 수원시 팔달구"
"1757","경기도 성남시 수정구 태평동","4***","다가구","8m미만","102.36","68.80","202506","27","53,000","개인","개인","1984","제일로216번길","-","중개거래","경기 성남시 수정구"
"1758","경기도 고양시 일산동구 성석동","5**","단독","8m미만","211.10","569.00","202506","27","65,323","개인","개인","2009","성현로138번길","-","직거래","-"
"1759","경상남도 양산시 동면 내송리","2**","단독","8m미만","75.19","339.20","202506","27","37,500","개인","개인","2018","내송1길","-","중개거래","부산 금정구"
"1760","경상북도 구미시 고아읍 오로리","3**","단독","25m이상","97.14","207.00","202506","27","16,500","개인","개인","1993","선산대로","-","직거래","-"
"1761","경상남도 고성군 동해면 봉암리","1***","단독","8m미만","116.64","363.70","202506","27","15,000","개인","개인","1997","봉암6길","-","직거래","-"
"1762","경기도 이천시 중리동","1**","단독","8m미만","179.73","185.00","202506","27","35,000","개인","개인","1989","설봉로38번길","20250714","중개거래","경기 이천시"
"1763","충청북도 청주시 상당구 남일면 가산리","2**","단독","8m미만","163.95","791.00","202506","27","30,000","개인","개인","2011","가산길","-","직거래","-"
"1764","서울특별시 마포구 염리동","9*","단독","8m미만","43.17","66.00","202506","27","107,000","개인","개인","1900","숭문길","-","중개거래","서울 마포구"
"1765","충청북도 영동군 황간면 난곡리","5**","단독","8m미만","66.15","500.00","202506","27","3,810","개인","개인","2006","난곡길","-","직거래","-"
"1766","충청북도 영동군 영동읍 매천리","5**","단독","8m미만","64.62","112.00","202506","27","8,000","개인","개인","2001","이수1길","-","중개거래","충북 영동군"
"1767","경기도 양주시 백석읍 가업리","4**","단독","8m미만","82.77","535.00","202506","27","23,000","개인","개인","1995","중앙로","-","중개거래","경기 양주시"
"1768","서울특별시 종로구 재동","5*","단독","8m미만","62.81","100.20","202506","27","180,000","개인","법인","1961","북촌로","-","중개거래","서울 강남구"
"1769","충청남도 아산시 둔포면 시포리","4*","단독","8m미만","263.03","407.00","202506","27","36,280","개인","개인","2017","윤보선로","-","중개거래","경기 평택시"
"1770","경상북도 포항시 남구 상도동","6**","단독","25m이상","482.15","710.80","202506","27","114,000","개인","개인","1986","상공로","-","중개거래","경북 포항시 남구"
"1771","제주특별자치도 제주시 삼양이동","2***","단독","12m미만","175.34","183.10","202506","27","16,000","개인","개인","2003","설촌로4길","-","직거래","-"
"1772","전라남도 강진군 강진읍 동성리","3**","단독","8m미만","79.38","407.00","202506","26","21,500","개인","개인","2003","동문길","-","중개거래","전남 강진군"
"1773","전라남도 여수시 남면 횡간리","3**","단독","8m미만","85.90","254.00","202506","26","2,900","개인","개인","1960","횡간중앙길","-","직거래","-"
"1774","광주광역시 북구 신안동","2**","단독","12m미만","99.83","107.90","202506","26","13,000","개인","개인","1985","서암대로120번길","-","중개거래","광주 북구"
"1775","충청남도 태안군 원북면 청산리","2*","단독","8m미만","137.50","445.00","202506","26","5,011","개인","공공기관","1965","나루터길","-","직거래","-"
"1776","경기도 포천시 소흘읍 고모리","1**","단독","8m미만","95.75","370.00","202506","26","27,200","법인","개인","2016","죽엽산로","-","직거래","-"
"1777","충청남도 당진시 송산면 송석리","3**","단독","8m미만","99.87","930.00","202506","26","14,415","개인","공공기관","2002","잿말길","-","직거래","-"
"1778","충청남도 천안시 서북구 성정동","6**","단독","8m미만","144.55","173.60","202506","26","22,400","개인","개인","1990","서부11길","-","중개거래","충남 천안시 서북구"
"1779","충청남도 예산군 고덕면 대천리","7**","단독","8m미만","143.47","89.00","202506","26","7,000","개인","개인","1982","대천2길","-","중개거래","충남 예산군"
"1780","부산광역시 사상구 주례동","4**","단독","8m미만","127.72","162.07","202506","26","56,000","법인","개인","1980","가야대로","-","직거래","-"
"1781","광주광역시 광산구 우산동","1***","단독","8m미만","71.54","168.90","202506","26","14,500","법인","개인","1984","우산로73번길","-","중개거래","광주 광산구"
"1782","경상북도 영주시 하망동","7*","다가구","12m미만","579.08","384.00","202506","26","56,500","개인","법인","2010","향교길","-","중개거래","경북 안동시"
"1783","충청남도 예산군 광시면 장신리","3**","단독","8m미만","94.88","705.00","202506","26","5,880","개인","공공기관","1994","장신새터길","-","직거래","-"
"1784","광주광역시 광산구 산정동","9**","다가구","12m미만","321.75","215.40","202506","26","82,000","개인","법인","2021","산정로5번길","-","중개거래","광주 광산구"
"1785","충청남도 예산군 예산읍 예산리","1**","단독","8m미만","65.55","135.00","202506","26","5,500","개인","개인","1979","임성로34번길","-","중개거래","충남 예산군"
"1786","충청남도 홍성군 은하면 유송리","4*","단독","8m미만","99.92","717.00","202506","26","25,000","개인","개인","2017","은하로346번길","-","중개거래","충남 홍성군"
"1787","제주특별자치도 제주시 삼도이동","1***","다가구","12m미만","483.13","327.00","202506","26","149,430","공공기관","개인","2017","탑동로15길","-","직거래","-"
"1788","제주특별자치도 제주시 용담일동","2**","다가구","8m미만","416.18","214.90","202506","26","111,600","공공기관","개인","2019","용남2길","-","직거래","-"
"1789","대전광역시 동구 가양동","9*","단독","8m미만","84.85","106.00","202506","26","8,000","개인","개인","1980","우암로","-","중개거래","경기 광주시"
"1790","대전광역시 중구 석교동","*","단독","12m미만","71.64","153.00","202506","26","19,900","개인","개인","1977","돌다리로8번길","-","중개거래","대전 중구"
"1791","부산광역시 사하구 하단동","5**","단독","8m미만","123.86","110.50","202506","26","11,000","개인","개인","1987","낙동대로486번길","-","직거래","-"
"1792","경기도 성남시 수정구 신흥동","4***","다가구","8m미만","115.09","63.50","202506","26","59,000","개인","개인","1988","산성대로225번길","-","중개거래","경기 성남시 수정구"
"1793","경상남도 함안군 가야읍 도항리","3**","다가구","12m미만","373.08","247.80","202506","26","63,800","개인","개인","2013","성내남길","-","중개거래","경남 함안군"
"1794","전북특별자치도 완주군 용진읍 운곡리","3**","단독","8m미만","118.17","426.00","202506","26","6,640","개인","개인","1935","양전지동길","-","직거래","-"
"1795","경기도 용인시 수지구 풍덕천동","6**","다가구","12m미만","484.44","252.90","202506","26","125,000","개인","개인","1997","수풍로","-","중개거래","경기 용인시 수지구"
"1796","충청남도 논산시 연산면 한전리","1**","단독","8m미만","49.60","322.00","202506","26","5,900","개인","개인","1982","","-","중개거래","대전 유성구"
"1797","전북특별자치도 전주시 덕진구 인후동1가","8**","다가구","8m미만","629.26","376.50","202506","26","71,000","개인","개인","2007","가재미5길","-","중개거래","전북 전주시 덕진구"
"1798","부산광역시 해운대구 반송동","2*","단독","8m미만","124.96","36.00","202506","26","9,000","개인","개인","1993","윗반송로31번길","-","중개거래","부산 해운대구"
"1799","부산광역시 남구 우암동","1**","단독","8m미만","23.00","27.40","202506","26","4,500","개인","개인","1985","우암번영로39번길","-","중개거래","부산 남구"
"1800","인천광역시 강화군 내가면 오상리","1**","단독","8m미만","191.70","763.00","202506","26","37,000","개인","개인","2004","강화서로440번길","-","중개거래","인천 강화군"
"1801","강원특별자치도 정선군 화암면 백전리","4**","단독","12m미만","122.00","657.00","202506","26","10,300","개인","개인","1998","소금강로","-","직거래","-"
"1802","경상남도 진주시 계동","2*","단독","8m미만","108.16","103.50","202506","26","13,500","개인","개인","1997","비봉로74번길","-","중개거래","경남 진주시"
"1803","경상남도 의령군 봉수면 신현리","1**","단독","12m미만","85.88","455.00","202506","26","8,700","개인","개인","1995","한지12길","-","직거래","-"
"1804","대전광역시 대덕구 중리동","1**","단독","25m미만","492.99","218.00","202506","26","83,000","개인","개인","1988","중리남로","-","중개거래","대전 대덕구"
"1805","충청남도 아산시 선장면 대정리","1**","단독","8m미만","47.50","350.00","202506","26","4,690","개인","개인","1936","서들남로136번길","-","직거래","-"
"1806","서울특별시 동대문구 전농동","6**","단독","12m미만","64.57","59.00","202506","26","110,000","개인","개인","1976","답십리로15길","-","중개거래","서울 동대문구"
"1807","대전광역시 대덕구 장동","2**","단독","12m미만","59.75","81.00","202506","26","5,700","개인","개인","1960","장동로","-","직거래","-"
"1808","전라남도 여수시 공화동","8**","단독","8m미만","40.61","49.74","202506","26","3,300","개인","개인","1984","공화남6길","-","직거래","-"
"1809","강원특별자치도 정선군 정선읍 광하리","2**","단독","8m미만","59.40","272.00","202506","26","2,000","개인","개인","1995","망하길","-","중개거래","강원 정선군"
"1810","서울특별시 마포구 합정동","3**","단독","12m미만","208.25","174.20","202506","26","338,000","법인","개인","1974","월드컵로3길","-","중개거래","서울 강남구"
"1811","경기도 남양주시 수동면 수산리","2**","단독","8m미만","197.40","519.00","202506","26","11,123","개인","개인","1995","철마산로142번길","-","중개거래","경기 남양주시"
"1812","경기도 평택시 팽성읍 신호리","1*","단독","8m미만","99.31","660.00","202506","26","25,100","개인","개인","2011","신호2길","-","중개거래","경기 평택시"
"1813","경상남도 밀양시 청도면 인산리","5**","단독","8m미만","32.73","278.00","202506","26","2,400","개인","개인","1980","인산2길","-","중개거래","경남 밀양시"
"1814","강원특별자치도 홍천군 두촌면 자은리","3**","단독","8m미만","79.50","1362.00","202506","26","14,300","개인","개인","2000","내후동길","-","중개거래","강원 홍천군"
"1815","강원특별자치도 평창군 진부면 수항리","9*","단독","8m미만","97.12","634.00","202506","26","15,000","개인","개인","1999","오대천로","-","직거래","-"
"1816","경상남도 진주시 상대동","2**","다가구","8m미만","566.46","471.50","202506","26","173,871","공공기관","법인","2025","모덕로108번길","-","직거래","-"
"1817","충청남도 공주시 반포면 학봉리","5**","단독","8m미만","113.05","327.00","202506","26","23,500","개인","개인","1981","석봉길","-","중개거래","충남 공주시"
"1818","전라남도 신안군 팔금면 당고리","5**","단독","8m미만","60.50","340.00","202506","26","1,750","개인","개인","1940","삼층석탑길","-","직거래","-"
"1819","서울특별시 양천구 신월동","1**","다가구","12m미만","122.26","89.00","202506","26","54,000","개인","개인","1973","남부순환로40길","-","중개거래","서울 양천구"
"1820","경상남도 창원시 성산구 반지동","6*","단독","12m미만","200.64","224.30","202506","26","28,300","개인","개인","1985","반송로82번길","-","중개거래","경남 창원시 의창구"
"1821","경상남도 창원시 의창구 북면 하천리","1***","단독","8m미만","74.79","360.00","202506","26","18,000","개인","개인","1993","하천로63번길","-","중개거래","경남 창원시 의창구"
"1822","강원특별자치도 강릉시 성산면 위촌리","2**","단독","8m미만","121.85","497.00","202506","26","29,300","개인","개인","2018","망월안길","-","중개거래","강원 강릉시"
"1823","경기도 평택시 독곡동","3**","다가구","8m미만","820.95","789.00","202506","26","137,905","법인","개인","2019","지산천로","-","중개거래","경기 평택시, 충남 천안시 서북구"
"1824","강원특별자치도 평창군 평창읍 주진리","4**","단독","8m미만","170.96","299.00","202506","26","13,000","개인","개인","1991","서동로","-","직거래","-"
"1825","서울특별시 강동구 천호동","2**","다가구","8m미만","205.74","129.00","202506","26","90,000","개인","개인","2009","구천면로52길","-","중개거래","서울 강동구"
"1826","강원특별자치도 평창군 평창읍 주진리","3**","단독","8m미만","45.86","301.00","202506","26","1,400","개인","개인","1955","용항상촌길","-","중개거래","강원 평창군"
"1827","경기도 동두천시 송내동","2**","단독","8m미만","65.94","374.00","202506","26","7,000","개인","개인","2000","송내로","-","직거래","-"
"1828","서울특별시 동대문구 이문동","1**","단독","8m미만","58.18","83.00","202506","26","61,000","개인","개인","1967","이문로42길","-","중개거래","서울 동대문구"
"1829","경상북도 경주시 양남면 신대리","5**","단독","8m미만","70.77","303.00","202506","26","11,500","개인","개인","2012","산에들레안길","-","중개거래","울산 남구, 울산 중구"
"1830","충청북도 음성군 삼성면 대야리","1**","단독","8m미만","97.17","495.00","202506","26","7,500","개인","개인","2012","덕호로","-","직거래","-"
"1831","경상북도 경주시 양남면 환서리","7**","단독","8m미만","68.37","430.00","202506","26","20,500","개인","개인","2019","원산길","20250702","중개거래","울산 남구"
"1832","서울특별시 광진구 자양동","2**","단독","8m미만","87.89","84.30","202506","26","80,000","개인","개인","1985","아차산로46길","-","중개거래","서울 광진구"
"1833","경상남도 양산시 동면 금산리","1***","단독","12m미만","346.44","198.80","202506","26","75,500","개인","개인","2021","금오7길","-","중개거래","경남 양산시"
"1834","경상남도 진주시 상대동","2**","다가구","8m미만","555.84","462.60","202506","26","170,618","공공기관","법인","2025","모덕로108번길","-","직거래","-"
"1835","경상북도 예천군 호명읍 월포리","3**","단독","8m미만","73.06","1142.60","202506","26","14,500","개인","개인","1973","인포길","-","직거래","-"
"1836","전북특별자치도 장수군 계북면 어전리","7**","단독","12m미만","99.98","535.70","202506","26","14,000","개인","개인","2016","장무로","-","직거래","-"
"1837","경상북도 김천시 조마면 신안리","1***","단독","8m미만","175.52","774.00","202506","26","4,000","개인","개인","","","-","직거래","-"
"1838","전북특별자치도 정읍시 시기동","5**","단독","8m미만","70.25","257.00","202506","26","18,300","개인","개인","1979","남산5길","-","직거래","-"
"1839","강원특별자치도 영월군 영월읍 흥월리","1**","단독","-","149.30","661.00","202506","26","14,000","개인","개인","2024","","-","중개거래","강원 영월군"
"1840","경상북도 안동시 풍천면 도양리","4*","단독","8m미만","65.34","532.00","202506","26","9,000","개인","개인","1943","상좌길","-","중개거래","경북 안동시"
"1841","전북특별자치도 순창군 동계면 신흥리","4**","단독","8m미만","98.84","283.00","202506","26","7,500","개인","개인","2011","성전길","-","직거래","-"
"1842","경상북도 안동시 길안면 구수리","2**","단독","8m미만","79.38","298.00","202506","26","6,000","개인","개인","1999","송산길","-","직거래","-"
"1843","충청북도 영동군 학산면 아암리","6**","단독","8m미만","57.49","291.00","202506","26","6,900","개인","개인","1990","공암철동길","20250703","중개거래","충북 영동군"
"1844","강원특별자치도 횡성군 갑천면 상대리","9*","단독","8m미만","97.27","799.00","202506","26","27,479","개인","개인","2016","갑천로","-","중개거래","강원 횡성군"
"1845","전라남도 순천시 매곡동","2**","단독","8m미만","67.57","131.00","202506","26","16,200","개인","개인","1997","북정1길","-","중개거래","전남 순천시"
"1846","경기도 성남시 중원구 상대원동","7**","다가구","8m미만","155.56","100.50","202506","26","50,000","개인","개인","1985","금상로104번길","-","중개거래","서울 송파구"
"1847","경기도 화성시 안녕동","2**","다가구","25m미만","500.80","236.90","202506","26","150,000","개인","개인","2006","장조1로","-","중개거래","경기 화성시"
"1848","강원특별자치도 춘천시 동내면 학곡리","2**","단독","8m미만","164.22","420.00","202506","26","25,000","개인","개인","1989","학곡서1길","-","직거래","-"
"1849","충청북도 청주시 청원구 북이면 석화리","8*","단독","8m미만","172.42","992.00","202506","26","39,000","개인","개인","2000","청암로","-","중개거래","충북 증평군"
"1850","경기도 광주시 탄벌동","3*","다가구","8m미만","229.81","144.00","202506","26","54,200","개인","개인","1996","통미로90번길","-","중개거래","경기 광주시"
"1851","전북특별자치도 고창군 고창읍 월곡리","2**","단독","8m미만","67.40","403.00","202506","26","15,000","개인","개인","1941","월곡원길","-","중개거래","전북 고창군"
"1852","경상북도 포항시 남구 상도동","6**","다가구","12m미만","544.27","237.70","202506","26","59,900","개인","개인","2007","중섬로","-","중개거래","경북 포항시 남구"
"1853","울산광역시 울주군 삼동면 보은리","5**","단독","8m미만","62.00","378.00","202506","26","10,000","개인","개인","1925","양지2길","-","직거래","-"
"1854","경상남도 거제시 장목면 유호리","4**","단독","8m미만","55.92","97.00","202506","26","8,400","개인","개인","1998","유호1길","-","중개거래","경남 거제시"
"1855","충청북도 충주시 앙성면 본평리","3**","단독","8m미만","57.50","481.00","202506","26","16,000","개인","개인","2013","복상골길","-","직거래","-"
"1856","전북특별자치도 전주시 완산구 남노송동","5**","단독","8m미만","19.17","26.00","202506","26","700","개인","개인","1944","관선4길","-","직거래","-"
"1857","경기도 김포시 대곶면 대명리","2**","단독","8m미만","103.65","804.00","202506","26","15,000","개인","개인","1920","대곶로85번길","-","직거래","-"
"1858","경상남도 밀양시 삼랑진읍 행곡리","2**","단독","8m미만","141.26","495.00","202506","26","11,950","개인","개인","2014","행곡3길","-","직거래","-"
"1859","경기도 평택시 고덕면 문곡리","4**","단독","8m미만","303.86","411.00","202506","26","54,500","개인","개인","2025","문곡길","-","중개거래","경기 평택시"
"1860","서울특별시 동작구 노량진동","2**","단독","8m미만","237.60","177.00","202506","26","335,000","개인","개인","1988","장승배기로27길","-","중개거래","서울 동작구, 서울 용산구"
"1861","경기도 양평군 용문면 다문리","5**","단독","12m미만","131.70","330.00","202506","26","29,000","개인","개인","2009","연수로","-","중개거래","경기 양평군"
"1862","경기도 안산시 상록구 본오동","7**","단독","8m미만","577.88","262.00","202506","26","80,000","개인","개인","1997","각골로2안길","-","중개거래","경기 안산시 상록구"
"1863","강원특별자치도 원주시 단구동","1***","다가구","12m미만","493.04","294.00","202506","26","115,000","개인","개인","2019","동부순환로","-","중개거래","강원 원주시"
"1864","경기도 화성시 팔탄면 기천리","2*","단독","8m미만","337.58","518.00","202506","26","94,800","개인","개인","2019","건달산로","-","중개거래","경기 화성시"
"1865","서울특별시 영등포구 대림동","1***","다가구","8m미만","195.58","122.00","202506","26","75,000","개인","개인","1994","디지털로54길","-","중개거래","서울 영등포구"
"1866","서울특별시 금천구 독산동","8**","다가구","8m미만","436.34","191.70","202506","26","175,028","공공기관","개인","1997","문성로5가길","-","직거래","-"
"1867","경상남도 사천시 벌리동","4**","단독","8m미만","85.18","194.40","202506","26","5,000","개인","개인","1979","문선6길","-","중개거래","경남 사천시"
"1868","제주특별자치도 서귀포시 안덕면 사계리","2***","단독","8m미만","49.58","344.00","202506","26","23,000","개인","개인","1937","사계남로","-","중개거래","제주 서귀포시"
"1869","경상남도 산청군 단성면 사월리","1***","단독","8m미만","195.24","512.00","202506","26","4,500","개인","개인","1995","사직단로257번길","-","직거래","-"
"1870","서울특별시 용산구 원효로4가","4*","다가구","8m미만","152.34","99.20","202506","26","165,000","개인","개인","1996","효창원로12가길","-","중개거래","서울 용산구"
"1871","강원특별자치도 춘천시 신북읍 율문리","3**","단독","8m미만","60.50","97.00","202506","26","4,500","개인","개인","1900","율문3길","-","중개거래","강원 춘천시"
"1872","세종특별자치시  부강면 부강리","4**","단독","8m미만","119.00","72.00","202506","26","6,000","개인","개인","1993","시장길","-","직거래","-"
"1873","경기도 연천군 전곡읍 전곡리","4**","다가구","12m미만","366.40","219.00","202506","26","30,000","개인","개인","2020","전은길","-","직거래","-"
"1874","전라남도 목포시 용당동","9**","단독","8m미만","51.23","115.30","202506","26","3,500","개인","개인","1973","동부로46번길","-","직거래","-"
"1875","경상남도 창원시 의창구 사림동","1**","단독","12m미만","424.43","270.00","202506","26","41,500","개인","개인","2002","사림로99번길","-","중개거래","경남 창원시 의창구"
"1876","경기도 안산시 단원구 대부남동","*","단독","8m미만","229.38","535.00","202506","26","110,000","개인","개인","2020","부흥로","-","직거래","-"
"1877","서울특별시 영등포구 양평동4가","2**","단독","8m미만","623.13","166.00","202506","26","285,000","개인","개인","2012","선유로53길","-","중개거래","서울 영등포구"
"1878","경상남도 창원시 성산구 중앙동","2*","단독","12m미만","199.69","238.20","202506","26","25,700","개인","개인","1986","원이대로538번길","20250704","중개거래","경남 창원시 성산구"
"1879","충청남도 천안시 서북구 성거읍 송남리","3**","단독","8m미만","91.31","228.00","202506","26","14,000","개인","개인","1979","소댕이3길","-","중개거래","충남 천안시 동남구"
"1880","경기도 이천시 장호원읍 나래리","2**","단독","8m미만","117.72","377.00","202506","26","10,500","개인","개인","1994","이풍로157번길","-","직거래","-"
"1881","경상남도 창원시 마산회원구 합성동","2**","단독","8m미만","128.98","135.90","202506","26","10,494","개인","개인","1977","합성남3길","-","직거래","-"
"1882","강원특별자치도 강릉시 지변동","4**","단독","8m미만","91.26","331.00","202506","26","25,000","개인","개인","2014","죽헌길85번길","-","중개거래","강원 강릉시"
"1883","서울특별시 금천구 독산동","8**","다가구","8m미만","262.17","150.40","202506","26","130,279","공공기관","개인","1993","문성로7길","-","직거래","-"
"1884","경상북도 성주군 성주읍 금산리","3**","단독","8m미만","99.27","446.00","202506","26","10,000","개인","개인","1999","성주금산3길","-","직거래","-"
"1885","인천광역시 동구 창영동","1*","단독","8m미만","36.36","69.40","202506","26","10,500","개인","개인","1945","우각로9번길","-","중개거래","인천 동구"
"1886","경기도 포천시 군내면 유교리","8**","단독","8m미만","160.10","727.00","202506","26","40,000","개인","개인","1991","유교로88번길","-","직거래","-"
"1887","전라남도 화순군 화순읍 연양리","3**","단독","8m미만","75.24","1258.00","202506","26","30,500","개인","개인","1900","연양1길","-","중개거래","전남 화순군"
"1888","경상남도 창원시 성산구 중앙동","2*","다가구","12m미만","199.69","238.20","202506","26","25,700","개인","개인","1986","원이대로538번길","-","중개거래","경남 창원시 성산구, 경남 창원시 의창구"
"1889","경상북도 울진군 후포면 삼율리","2**","단독","8m미만","88.36","169.00","202506","26","10,000","개인","개인","1979","삼율6길","-","직거래","-"
"1890","대구광역시 수성구 두산동","3**","단독","8m미만","998.04","406.00","202506","26","271,000","법인","개인","2017","무학로","-","중개거래","대구 수성구"
"1891","경상남도 진주시 일반성면 남산리","7**","단독","12m미만","209.20","393.00","202506","26","1,700","개인","개인","1944","일사로","-","직거래","-"
"1892","인천광역시 서구 석남동","1**","단독","12m미만","245.10","131.00","202506","26","37,000","개인","개인","1993","새오개로16번길","-","중개거래","인천 서구"
"1893","경기도 성남시 수정구 수진동","2***","다가구","8m미만","134.21","67.10","202506","26","71,500","개인","개인","1991","산성대로149번길","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구"
"1894","서울특별시 동대문구 제기동","1**","단독","8m미만","52.13","109.00","202506","26","97,000","개인","개인","1959","안암로20가길","-","중개거래","서울 동대문구"
"1895","경기도 성남시 수정구 수진동","1***","다가구","8m미만","69.08","57.50","202506","26","67,000","개인","개인","1987","수정남로54번길","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구"
"1896","전라남도 장흥군 장평면 두봉리","6**","단독","12m미만","161.61","600.00","202506","26","12,500","법인","개인","2020","평동로","-","직거래","-"
"1897","서울특별시 동대문구 제기동","1**","다가구","8m미만","195.02","119.00","202506","26","110,000","개인","개인","1990","제기로15길","-","중개거래","서울 동대문구"
"1898","광주광역시 북구 중흥동","3**","단독","8m미만","101.47","127.80","202506","25","6,900","개인","개인","1978","용봉로90번길","-","중개거래","광주 북구"
"1899","경상남도 밀양시 교동","8**","단독","12m미만","97.26","190.00","202506","25","14,000","개인","개인","1979","새미3길","-","중개거래","경남 밀양시"
"1900","경상남도 밀양시 교동","8**","단독","12m미만","46.35","190.00","202506","25","6,000","개인","개인","2000","새미3길","20250704","중개거래","경남 밀양시"
"1901","경상남도 밀양시 교동","8**","단독","12m미만","50.91","190.00","202506","25","8,000","개인","개인","1979","새미3길","20250704","중개거래","경남 밀양시"
"1902","경상남도 밀양시 내이동","1***","다가구","8m미만","422.64","241.30","202506","25","63,000","개인","개인","2012","백민로8길","-","직거래","-"
"1903","경기도 안산시 단원구 대부동동","2**","단독","12m미만","230.40","694.00","202506","25","44,500","개인","개인","2002","대부황금로","-","중개거래","경기 안산시 단원구"
"1904","경상남도 사천시 송포동","8**","단독","8m미만","70.85","228.00","202506","25","4,700","개인","개인","1998","송천안길","-","중개거래","경남 진주시"
"1905","경기도 안산시 상록구 사동","1***","다가구","8m미만","519.15","223.90","202506","25","75,000","개인","개인","2001","한양대학1길","-","직거래","-"
"1906","경기도 고양시 일산서구 덕이동","7**","다가구","8m미만","251.42","546.00","202506","25","84,580","법인","개인","2017","덕이로172번길","-","중개거래","인천 서구"
"1907","경기도 고양시 일산서구 가좌동","2**","단독","25m미만","197.64","221.00","202506","25","34,400","개인","개인","1995","송포로","-","직거래","-"
"1908","경상남도 진주시 하대동","1**","다가구","8m미만","313.56","193.20","202506","25","63,000","개인","개인","2014","모덕로273번길","-","중개거래","경남 진주시"
"1909","경상북도 문경시 흥덕동","7**","단독","8m미만","200.96","202.50","202506","25","34,600","개인","개인","1989","신흥2길","-","중개거래","경북 문경시"
"1910","경상북도 상주시 지천동","5**","단독","8m미만","98.66","357.00","202506","25","8,000","개인","개인","1998","지천2길","-","직거래","-"
"1911","경상북도 상주시 성동동","6**","단독","8m미만","32.40","119.00","202506","25","4,000","개인","개인","1973","남문2길","-","중개거래","경북 상주시"
"1912","대구광역시 달성군 논공읍 삼리리","4*","단독","8m미만","66.87","151.00","202506","25","5,000","개인","개인","1978","비슬로339길","-","직거래","-"
"1913","인천광역시 강화군 화도면 장화리","1***","단독","8m미만","110.86","600.00","202506","25","24,000","개인","개인","2008","해안남로","-","중개거래","인천 강화군"
"1914","인천광역시 강화군 하점면 장정리","7**","단독","8m미만","66.40","325.00","202506","25","6,500","개인","개인","1973","강화대로","-","중개거래","인천 강화군"
"1915","경상북도 영주시 영주동","3**","단독","8m미만","37.72","93.00","202506","25","10,000","개인","개인","1962","영주로192번길","-","직거래","-"
"1916","인천광역시 옹진군 백령면 진촌리","8**","단독","8m미만","100.00","390.00","202506","25","9,800","개인","개인","2006","백령로254번길","-","직거래","-"
"1917","경상북도 구미시 인의동","5**","다가구","8m미만","115.25","154.00","202506","25","8,000","개인","개인","1986","여헌로3길","-","중개거래","경북 구미시"
"1918","경기도 파주시 파주읍 파주리","4**","단독","8m미만","39.72","36.00","202506","25","4,300","개인","개인","1968","우계로","-","중개거래","경기 파주시"
"1919","경기도 파주시 광탄면 창만리","*","단독","8m미만","80.73","630.00","202506","25","31,500","개인","개인","2019","부흥로","-","중개거래","서울 서대문구"
