"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-06-23 ~ 2025-07-22"
"실거래구분 : 연립다세대(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","건물명","전용면적(㎡)","대지권면적(㎡)","계약년월","계약일","거래금액(만원)","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"4636","서울특별시 관악구 봉천동","56-99","0056","0099","밀레니엄14차","66.9500","27.9000","202506","24","43,000","1","개인","개인","2000","양녕로6길 118","-","중개거래","서울 관악구","-"
"4637","서울특별시 은평구 대조동","216-1","0216","0001","다원파크뷰B동","29.4800","16.8300","202506","24","34,000","4","개인","법인","2023","연서로22길 9-26","20250717","중개거래","서울 은평구","-"
"4638","서울특별시 관악구 봉천동","100-61","0100","0061","아신빌라","49.6000","35.3400","202506","24","17,000","2","개인","개인","1986","행운5길 32-12","-","중개거래","서울 관악구","25.07.01"
"4639","인천광역시 계양구 계산동","333-2","0333","0002","안흥빌라(라동)","36.3400","24.1250","202506","24","7,700","3","개인","개인","1990","계산새로5번길 22-1","-","중개거래","인천 계양구","25.07.14"
"4640","경기도 안성시 낙원동","80-1","0080","0001","(80-1)","64.8000","57.4000","202506","24","7,000","2","개인","개인","1983","장기로91번길 6","-","중개거래","경기 안성시","25.07.09"
"4641","인천광역시 계양구 효성동","606-10","0606","0010","크리스탈타운(3,4동)","59.5700","28.1600","202506","24","12,500","3","개인","개인","1999","새풀로7번길 36","-","중개거래","인천 계양구","-"
"4642","서울특별시 은평구 갈현동","419-32","0419","0032","더클래스","29.5100","18.9000","202506","24","25,500","2","개인","개인","2017","갈현로 328-6","-","중개거래","서울 은평구","25.06.24"
"4643","서울특별시 은평구 갈현동","227-45","0227","0045","고은명가(C동)","29.9900","25.0140","202506","24","19,000","3","개인","개인","2017","서오릉로24길 15-1","-","중개거래","서울 마포구","-"
"4644","서울특별시 은평구 갈현동","472-6","0472","0006","경인에버빌(472-6)","43.8400","27.1900","202506","24","25,500","2","개인","개인","2015","연서로17길 28-12","-","중개거래","서울 은평구","-"
"4645","경기도 김포시 운양동","1288-1","1288","0001","한신더휴테라스12(1201-1219동)","84.9603","108.4884","202506","24","50,000","1","개인","개인","2017","김포한강11로438번길 123","-","중개거래","경기 김포시","-"
"4646","서울특별시 관악구 신림동","91-42","0091","0042","힐탑세라믹","66.1550","32.9800","202506","24","39,500","1","개인","개인","1997","신림로48길 17-11","-","중개거래","서울 관악구","25.06.27"
"4647","서울특별시 관악구 신림동","544-22","0544","0022","국제알앤드씨","27.6800","17.2000","202506","24","26,300","2","개인","개인","2018","조원중앙로2길 99","-","중개거래","서울 관악구","-"
"4648","경기도 김포시 사우동","253-7","0253","0007","한마루타운103,104동","47.9200","24.3400","202506","24","13,000","5","개인","개인","2014","사우중로11번길 29","-","중개거래","경기 김포시","-"
"4649","서울특별시 은평구 불광동","445-374","0445","0374","영신하우징","29.9200","25.0000","202506","24","21,000","5","개인","개인","2015","연서로41가길 25-4","-","중개거래","서울 은평구","-"
"4650","서울특별시 관악구 신림동","496-16","0496","0016","판테온","29.0500","20.0000","202506","24","28,100","3","개인","개인","2022","신사로18길 17","-","중개거래","서울 관악구","-"
"4651","서울특별시 은평구 녹번동","76-77","0076","0077","DH팰리스B동","38.0100","20.8500","202506","24","32,000","3","개인","개인","2016","은평로21길 16","-","중개거래","서울 은평구","-"
"4652","서울특별시 노원구 상계동","1387-6","1387","0006","재연하이츠빌라1차","63.1400","36.1720","202506","24","38,100","3","개인","개인","1998","상계로35가길 9","-","중개거래","서울 노원구","-"
"4653","경기도 화성시 매송면 원평리","65-6","0065","0006","장미빌라1,2동","39.9600","21.9375","202506","24","6,450","1","개인","개인","1992","화성로2397번길 7-5","-","중개거래","경기 화성시","25.06.30"
"4654","부산광역시 수영구 광안동","1033-26","1033","0026","TIME76","15.9900","14.9423","202506","24","16,000","5","개인","법인","2022","연수로364번길 20","-","중개거래","부산 연제구","-"
"4655","서울특별시 노원구 공릉동","561-9","0561","0009","청화주택(561-9)","67.2900","36.7400","202506","24","32,000","1","개인","개인","2002","동일로180길 47-9","-","중개거래","서울 노원구","-"
"4656","인천광역시 부평구 산곡동","317-161","0317","0161","신우탑스빌2동(317-161)","41.4500","28.6100","202506","24","23,000","1","개인","개인","2002","화랑북로11번길 8","-","직거래","-","25.07.14"
"4657","경기도 광주시 회덕동","389-1","0389","0001","양제골든빌(101동)","52.6400","44.2460","202506","24","17,800","4","개인","개인","2012","회덕길28번길 63-12","-","중개거래","경기 광주시","-"
"4658","서울특별시 관악구 남현동","1080-2","1080","0002","기아빌라3차","55.2600","50.4800","202506","24","31,500","3","개인","개인","1990","남현6길 34","-","중개거래","서울 관악구","-"
"4659","경기도 광주시 목현동","679-2","0679","0002","월드팰리스(102동)","76.8900","82.7500","202506","24","24,000","1","개인","개인","2012","밭말길 70-24","-","중개거래","경기 광주시, 경기 성남시 중원구","-"
"4660","서울특별시 용산구 원효로4가","2","0002","0000","청노루힐","74.9000","58.7800","202506","24","110,000","4","개인","개인","2004","원효로19길 31-6","-","중개거래","서울 용산구","-"
"4661","경기도 광주시 장지동","200-3","0200","0003","담안타운(103동)","56.1600","63.1300","202506","24","14,000","4","개인","개인","2017","담안길 25-1","-","중개거래","경기 광주시","-"
"4662","인천광역시 부평구 십정동","353-6","0353","0006","(353-6)","37.8000","16.0000","202506","24","5,000","2","개인","개인","1986","배곶남로21번길 21","-","중개거래","인천 부평구","25.07.08"
"4663","서울특별시 중구 신당동","413-10","0413","0010","더호반","46.6000","33.5500","202506","24","78,000","6","개인","개인","2021","청구로21길 71","-","중개거래","서울 중구","-"
"4664","서울특별시 도봉구 쌍문동","315-58","0315","0058","민수빌라트","57.9500","32.5400","202506","24","25,500","3","개인","개인","1996","노해로46길 44","-","중개거래","서울 도봉구","-"
"4665","서울특별시 도봉구 쌍문동","23-12","0023","0012","동욱빌라","33.6000","24.1700","202506","24","13,000","2","개인","개인","1994","방학로3가길 27","-","직거래","-","25.07.11"
"4666","경기도 광주시 능평동","227-12","0227","0012","포레스빌(103동)","53.8400","43.9530","202506","24","15,500","2","개인","개인","2013","창뜰윗길 42-4","-","중개거래","경기 광주시","-"
"4667","경기도 광주시 문형동","184-9","0184","0009","문형한주타운(1003동)","56.1300","62.6250","202506","24","16,000","1","개인","개인","2015","봉골길 49-10","-","중개거래","경기 광주시","-"
"4668","경기도 광주시 양벌동","612-22","0612","0022","라피네힐(B동)","55.0100","42.1860","202506","24","26,000","4","개인","개인","2018","양촌길 133-3","-","직거래","-","-"
"4669","서울특별시 용산구 용문동","36-9","0036","0009","금강프라임빌","26.9900","17.5500","202506","24","54,000","3","개인","개인","2020","새창로14길 18-4","-","중개거래","서울 용산구","-"
"4670","경기도 광주시 초월읍 대쌍령리","315-9","0315","0009","성원하이츠빌라","44.0100","63.7000","202506","24","10,000","4","개인","개인","2004","진새골길 38-6","-","중개거래","경기 광주시","25.06.24"
"4671","경기도 광주시 초월읍 대쌍령리","172-10","0172","0010","다이브씨티102동","68.4300","77.8500","202506","24","25,600","2","개인","개인","2020","무들로47번길 45-1","-","중개거래","서울 중랑구","-"
"4672","인천광역시 부평구 부평동","672-31","0672","0031","대원(마동)","39.1800","21.8400","202506","24","5,800","1","개인","개인","1989","경인로912번길 34-3","-","직거래","-","25.06.30"
"4673","인천광역시 부평구 부평동","406-17","0406","0017","계림1동(406-17)","35.2000","12.7300","202506","24","10,900","4","개인","개인","2002","주부토로66번길 1","-","중개거래","인천 부평구","25.07.14"
"4674","서울특별시 서초구 양재동","115-1","0115","0001","1","47.3900","24.0300","202506","24","46,300","3","개인","개인","2002","양재천로9길 25","-","중개거래","서울 서초구","-"
"4675","서울특별시 서초구 우면동","7-4","0007","0004","우현","26.2800","12.5800","202506","24","34,000","4","개인","개인","2000","바우뫼로6길 22","-","중개거래","서울 서초구","-"
"4676","서울특별시 서초구 잠원동","31-15","0031","0015","더원아트빌","19.6800","11.0700","202506","24","19,000","2","개인","개인","2015","강남대로95길 48-7","-","직거래","-","-"
"4677","서울특별시 강북구 수유동","286-35","0286","0035","효산빌","33.3600","19.4300","202506","24","13,750","4","개인","개인","2008","삼양로123길 6-23","-","중개거래","서울 강북구","25.07.03"
"4678","서울특별시 강북구 수유동","310-6","0310","0006","한일빌리지","63.5400","45.3000","202506","24","16,000","1","개인","개인","1988","삼양로111길 18-27","-","직거래","-","25.07.15"
"4679","경기도 여주시 대신면 율촌리","368-3","0368","0003","영화리치빌","69.3600","68.3750","202506","24","13,000","4","개인","개인","2013","율촌2길 16","-","중개거래","경기 여주시","25.07.07"
"4680","서울특별시 강북구 번동","148-141","0148","0141","스카이뷰B동","32.2800","21.7200","202506","24","24,000","3","개인","개인","2014","오현로21길 8","-","직거래","-","-"
"4681","경기도 양평군 용문면 다문리","770-1","0770","0001","나의살던고향마을(1단지)","71.1800","114.1667","202506","24","19,000","1","개인","개인","2017","어수길26번길 9-11","-","중개거래","경기 양평군","-"
"4682","경기도 양평군 용문면 다문리","480","0480","0000","예가빌A","72.2500","84.3750","202506","24","5,300","3","개인","법인","2020","다문점말5길 27-24","-","직거래","-","25.07.04"
"4683","서울특별시 강북구 미아동","328-11","0328","0011","경일리치빌4차","38.9500","24.4200","202506","24","33,000","2","개인","개인","2023","도봉로23나길 4","-","직거래","-","-"
"4684","인천광역시 남동구 만수동","109-146","0109","0146","만수마을(109-146)1동","49.5600","16.4444","202506","24","7,600","2","개인","개인","1995","서판로 73","-","중개거래","인천 남동구","-"
"4685","서울특별시 강남구 역삼동","783-16","0783","0016","783-16","55.3800","32.3100","202506","24","75,000","2","개인","개인","2017","언주로65길 17","-","중개거래","서울 강남구","-"
"4686","서울특별시 강남구 개포동","1265-6","1265","0006","동산빌","48.3200","23.5750","202506","24","57,000","2","개인","개인","2004","개포로31길 29-3","-","중개거래","서울 강남구","-"
"4687","충청북도 청주시 서원구 개신동","443-6","0443","0006","서우","27.6000","25.3498","202506","24","2,950","2","개인","개인","1987","모충로 44-2","-","직거래","-","-"
"4688","충청북도 제천시 의림동","223-2","0223","0002","중앙","58.8600","65.2973","202506","24","7,300","1","개인","개인","1984","명륜로 39","-","중개거래","충북 제천시","-"
"4689","서울특별시 강남구 일원동","653-9","0653","0009","다세대주택(5세대)","65.9500","56.5000","202506","24","65,000","-1","개인","개인","1987","일원로9길 59","-","중개거래","서울 강남구","-"
"4690","서울특별시 성북구 종암동","62-1","0062","0001","한솔그린빌","75.6000","43.2500","202506","24","39,000","2","개인","개인","2008","종암로19가길 52","-","중개거래","서울 성북구","-"
"4691","서울특별시 송파구 잠실동","329-16","0329","0016","더바인잠실","27.3100","17.6771","202506","24","50,000","3","개인","법인","2023","백제고분로18길 23-14","-","중개거래","서울 중랑구","-"
"4692","충청남도 천안시 동남구 목천읍 동평리","159-8","0159","0008","흑성빌라(AB)","53.2800","37.3500","202506","24","3,200","1","개인","개인","1994","동평2길 59","-","중개거래","충남 천안시 동남구","25.06.25"
"4693","충청남도 천안시 서북구 성정동","738-1","0738","0001","용정빌라(738-1)","45.0700","29.9400","202506","24","4,300","3","개인","개인","1990","양지7길 20","-","중개거래","충남 천안시 서북구","25.06.25"
"4694","충청남도 공주시 교동","52","0052","0000","금강캐슬3동","67.5200","58.1250","202506","24","16,200","5","개인","개인","2018","교동1길 18-5","-","중개거래","세종","25.07.14"
"4695","서울특별시 성북구 삼선동1가","126","0126","0000","써튼힐","27.7300","15.8000","202506","24","23,900","2","개인","개인","2015","삼선교로10나길 10","-","중개거래","서울 성북구","25.06.27"
"4696","충청남도 보령시 동대동","807-9","0807","0009","국민주택(8)","59.1300","48.2400","202506","24","5,000","3","개인","개인","1984","천변남길 244","-","중개거래","충남 보령시","25.07.07"
"4697","서울특별시 성북구 삼선동1가","126","0126","0000","써튼힐","27.7300","15.8000","202506","24","23,900","2","개인","개인","2015","삼선교로10나길 10","20250625","중개거래","서울 성북구","-"
"4698","충청남도 서산시 석림동","685-7","0685","0007","센트리아빌(201동202동)","56.4700","38.9288","202506","24","8,850","3","개인","개인","2012","한마음16로 28","-","중개거래","충남 서산시","-"
"4699","충청남도 당진시 읍내동","472-3","0472","0003","대명파크맨션3동","72.7200","49.5100","202506","24","8,400","2","개인","개인","1993","서해로 5754-11","-","중개거래","충남 당진시","25.06.26"
"4700","충청남도 당진시 채운동","142-2","0142","0002","당진정우","45.7600","67.7600","202506","24","3,000","4","개인","개인","1996","백암로 90-15","-","중개거래","충남 당진시","25.06.24"
"4701","서울특별시 중랑구 망우동","515-20","0515","0020","(515-20)","25.1300","13.1800","202506","24","36,000","7","개인","개인","2022","봉우재로55길 14","-","중개거래","서울 중랑구","25.06.26"
"4702","충청남도 금산군 금산읍 아인리","670-5","0670","0005","미주빌","56.1300","32.6200","202506","24","11,000","5","개인","개인","2022","남사직7길 14","-","직거래","-","25.06.27"
"4703","서울특별시 중랑구 중화동","301-70","0301","0070","대원파크빌","42.7600","26.4500","202506","24","45,500","6","개인","개인","2021","동일로123가길 12","-","중개거래","서울 중랑구","25.06.30"
"4704","전북특별자치도 군산시 소룡동","836","0836","0000","동아주택","59.4000","70.1300","202506","24","3,000","1","개인","개인","1987","풍전4길 14","-","중개거래","전북 군산시","25.06.30"
"4705","전라남도 해남군 해남읍 평동리","188-2","0188","0002","서흥하이빌","117.9500","88.1010","202506","24","12,800","4","개인","개인","2003","읍사무소길 15-10","-","중개거래","전남 해남군","25.07.04"
"4706","전라남도 무안군 무안읍 성남리","159-5","0159","0005","공무원","60.4710","60.9444","202506","24","4,300","3","개인","개인","1984","불무로 3","-","직거래","-","25.06.26"
"4707","서울특별시 중랑구 면목동","389-21","0389","0021","테미하우스2차103동","34.7900","21.4900","202506","24","31,000","3","개인","개인","2014","면목로21길 30-3","-","중개거래","서울 중랑구","-"
"4708","서울특별시 중랑구 면목동","1268","1268","0000","신도형빌라","41.5800","25.7600","202506","24","45,000","3","개인","개인","2003","면목로84길 38","-","중개거래","서울 중랑구","-"
"4709","경상북도 포항시 남구 해도동","84-1","0084","0001","동아(6,7동)","41.3200","36.6000","202506","24","3,400","1","개인","개인","1980","문예로 151","-","중개거래","경북 포항시 남구","25.07.09"
"4710","서울특별시 중랑구 면목동","52-24","0052","0024","현대파크","48.3200","35.4630","202506","24","25,500","2","개인","개인","1990","용마산로86길 9-18","-","중개거래","서울 광진구","25.07.02"
"4711","경상북도 포항시 남구 송도동","500-1","0500","0001","향도주택","59.4000","96.6045","202506","24","6,000","1","개인","개인","1984","운하로36번길 6-11","-","중개거래","경북 포항시 남구","25.07.14"
"4712","경상북도 포항시 남구 송도동","500-1","0500","0001","향도주택","59.4000","84.0545","202506","24","6,000","1","개인","개인","1984","운하로36번길 6-11","20250709","중개거래","경북 포항시 남구","-"
"4713","경상북도 포항시 북구 청하면 방어리","133-6","0133","0006","골든벨리","74.1000","69.0000","202506","24","7,500","3","개인","개인","1999","해안로 2534","-","중개거래","경북 포항시 북구","-"
"4714","경상북도 포항시 북구 기계면 현내리","927-9","0927","0009","향기빌","63.6900","76.7600","202506","24","7,600","2","개인","개인","2016","협동길 47","-","중개거래","경북 포항시 북구","25.07.01"
"4715","경상북도 경주시 황성동","504-6","0504","0006","유원빌라","28.7000","18.4000","202506","24","3,500","2","개인","개인","1993","황성로 34-6","-","중개거래","경북 경주시","25.06.27"
"4716","서울특별시 송파구 삼전동","99-1","0099","0001","한신로얄빌라","67.3400","30.1400","202506","24","53,000","3","개인","개인","1995","삼학사로13길 46","-","중개거래","서울 송파구","-"
"4717","서울특별시 동대문구 휘경동","148-68","0148","0068","대도연립나동","56.2500","66.0000","202506","24","130,000","3","개인","개인","1984","휘경로 61-11","-","중개거래","경기 의정부시, 서울 동대문구","-"
"4718","경상북도 경주시 시래동","945-191","0945","0191","월드캐슬(B)","60.0938","81.5838","202506","24","15,000","5","개인","법인","2024","구매두림길 98","-","직거래","-","25.06.24"
"4719","서울특별시 송파구 삼전동","106-8","0106","0008","호암주택","60.6300","29.6900","202506","24","47,000","2","개인","개인","1993","삼전로10길 43","-","중개거래","서울 송파구","-"
"4720","서울특별시 송파구 삼전동","163-19","0163","0019","일심빌라(163-19)","98.9000","47.4100","202506","24","71,000","5","개인","개인","2002","삼학사로11길 23-1","-","중개거래","서울 송파구","-"
"4721","서울특별시 동대문구 장안동","192-36","0192","0036","월드빌(192-36)","47.1900","27.7900","202506","24","19,500","4","개인","개인","2002","한천로 58-4","-","직거래","-","25.07.04"
"4722","서울특별시 동대문구 전농동","103-93","0103","0093","포시즌","29.9600","15.2000","202506","24","33,300","6","개인","개인","2018","서울시립대로27길 34","-","중개거래","서울 동대문구","-"
"4723","경상북도 문경시 문경읍 하리","356-13","0356","0013","해동빌리지B동","84.8400","48.2750","202506","24","8,000","5","개인","개인","2003","온천4길 22","-","중개거래","경북 문경시","25.06.25"
"4724","경상북도 경산시 사동","565-7","0565","0007","계림(가)","76.1000","52.1125","202506","24","8,000","4","개인","개인","1995","계양로16길 102-2","-","중개거래","경북 경산시","-"
"4725","인천광역시 미추홀구 주안동","1570-11","1570","0011","루센트","52.0600","36.1000","202506","24","20,100","3","개인","개인","2019","경원대로744번길 31-6","-","중개거래","인천 미추홀구","-"
"4726","인천광역시 미추홀구 주안동","202-1","0202","0001","힐탑플러스","61.8000","8.4200","202506","24","17,600","13","개인","개인","2016","주안서로 18","-","중개거래","인천 미추홀구","-"
"4727","인천광역시 미추홀구 주안동","18-15","0018","0015","성도빌라(18-15)","43.3500","30.3900","202506","24","8,000","2","개인","개인","1994","석정로423번길 15","-","중개거래","인천 미추홀구","25.07.16"
"4728","서울특별시 광진구 자양동","624-8","0624","0008","씨티빌라","76.8400","30.5510","202506","24","63,000","4","개인","개인","2002","뚝섬로51길 70","-","중개거래","서울 광진구","-"
"4729","경상북도 울진군 후포면 삼율리","233-6","0233","0006","청정아트빌","29.0900","29.9300","202506","24","3,300","3","개인","개인","2003","정실2길 5","-","직거래","-","25.06.24"
"4730","서울특별시 송파구 가락동","4-9","0004","0009","목화빌라","60.5500","24.2000","202506","24","34,000","4","개인","개인","2001","양재대로68길 3-22","-","중개거래","서울 송파구","-"
"4731","경상남도 창원시 마산회원구 구암동","22-1","0022","0001","삼진","36.9200","33.2000","202506","24","5,600","2","개인","개인","1979","구암남3길 16","-","직거래","-","25.06.24"
"4732","경상남도 창원시 마산회원구 회성동","444-11","0444","0011","선우","54.0800","51.2083","202506","24","4,900","2","개인","개인","1980","회성남12길 15","-","직거래","-","25.06.25"
"4733","경상남도 창원시 마산회원구 내서읍 중리","343","0343","0000","무진하이츠","78.8800","61.7900","202506","24","8,000","2","개인","개인","1998","호원로 221-32","-","직거래","-","25.06.27"
"4734","인천광역시 미추홀구 학익동","680-5","0680","0005","영남아트타운가동","76.9600","61.8700","202506","24","10,000","3","개인","개인","1996","매소홀로438번길 38-18","-","중개거래","인천 미추홀구","-"
"4735","서울특별시 용산구 이태원동","223-20","0223","0020","비스타이태원","29.9900","18.0500","202506","24","58,000","2","개인","법인","2024","회나무로12길 26","-","직거래","-","25.06.26"
"4736","서울특별시 광진구 구의동","617-3","0617","0003","지은아트빌(617-3)","44.5300","33.0000","202506","24","47,500","4","개인","개인","2015","자양로37길 33","20250701","중개거래","서울 광진구","-"
"4737","서울특별시 광진구 구의동","210-62","0210","0062","정운빌라","35.2300","20.9400","202506","24","31,000","2","개인","개인","2013","아차산로61길 26","-","중개거래","서울 광진구","25.07.16"
"4738","서울특별시 광진구 구의동","24-2","0024","0002","욱현빌라(14차)","72.4500","41.8000","202506","24","35,000","1","개인","개인","1998","자양로54길 34","-","중개거래","서울 광진구","-"
"4739","경상남도 김해시 삼방동","567-7","0567","0007","한샘베스트빌라A동","74.0100","47.7375","202506","24","6,800","3","개인","개인","1997","삼안로310번길 6-16","-","중개거래","경남 김해시","25.06.26"
"4740","경상남도 밀양시 삼문동","15-24","0015","0024","리치빌","133.4447","66.5646","202506","24","21,000","6","개인","법인","2004","중앙로 234-9","-","중개거래","경남 밀양시","-"
"4741","서울특별시 종로구 홍파동","2-30","0002","0030","한영빌라","46.4600","14.1000","202506","24","21,000","-1","개인","개인","1999","송월1길 44-2","-","중개거래","서울 종로구","25.06.25"
"4742","경상남도 거제시 옥포동","518-26","0518","0026","해바라기","45.1100","40.9100","202506","24","2,400","3","개인","개인","1985","옥포로21길 12","-","중개거래","경남 거제시","-"
"4743","경상남도 함안군 칠원읍 용정리","249-1","0249","0001","대진빌라","72.1500","87.8750","202506","24","8,000","2","개인","개인","2005","석전1길 111-4","-","직거래","-","25.07.08"
"4744","경상남도 창녕군 남지읍 남지리","650","0650","0000","(650-0)","81.0000","50.1407","202506","24","3,600","5","개인","개인","1990","남포길 5","-","직거래","-","25.06.24"
"4745","서울특별시 광진구 중곡동","150-335","0150","0335","대경펠리스","47.7200","24.1400","202506","24","39,300","5","개인","개인","2015","용마산로8가길 39","-","중개거래","서울 광진구","-"
"4746","서울특별시 광진구 중곡동","243-4","0243","0004","(243-4)","51.1000","34.2700","202506","24","28,700","1","개인","개인","2012","긴고랑로10길 5","-","중개거래","서울 광진구","-"
"4747","인천광역시 동구 송림동","142-2","0142","0002","고려빌라","41.2800","27.4600","202506","24","12,000","1","개인","개인","1992","솔빛로73번길 22","-","중개거래","인천 동구","25.07.07"
"4748","인천광역시 중구 운서동","2747-5","2747","0005","창보밀레시티2","59.9750","131.4500","202506","24","22,000","2","개인","개인","2003","영종대로27번길 9","-","직거래","-","25.06.30"
"4749","인천광역시 중구 도원동","41-3","0041","0003","도원그린빌라(41-3)","38.8800","21.2800","202506","24","7,300","3","개인","개인","1993","도원로30번길 32","-","중개거래","인천 중구","-"
"4750","서울특별시 성동구 용답동","23-19","0023","0019","청계리버빌4차","19.7100","15.9500","202506","24","45,000","4","개인","개인","2023","용답27길 10-1","-","직거래","-","-"
"4751","서울특별시 성동구 용답동","28-13","0028","0013","미네하우스","29.9100","20.0000","202506","24","49,500","2","개인","개인","2021","용답길 107-1","-","중개거래","서울 강동구, 서울 성동구","25.07.10"
"4752","제주특별자치도 제주시 노형동","939-5","0939","0005","영보빌라","139.4900","80.0050","202506","24","32,000","2","개인","개인","1993","원노형8길 11","-","중개거래","제주 제주시","25.07.03"
"4753","대구광역시 수성구 파동","1004","1004","0000","삼도더펜트하우스수성","140.6124","205.2007","202506","24","51,400","2","개인","개인","2021","파동로26길 26","-","직거래","-","25.06.26"
"4754","서울특별시 강동구 고덕동","630","0630","0000","누리안파크리움Ⅴ","35.5400","21.2000","202506","24","54,500","5","개인","개인","2022","아리수로62길 13","-","중개거래","서울 동대문구","-"
"4755","제주특별자치도 제주시 오등동","1487-1","1487","0001","아이루빌","81.7000","171.7130","202506","24","43,900","1","법인","법인","2021","오등1길 77","-","직거래","-","25.07.01"
"4756","서울특별시 강동구 상일동","173","0173","0000","상일삼성빌라","187.4400","194.9600","202506","24","255,000","1","개인","개인","1988","상암로 325","-","중개거래","서울 강동구","-"
"4757","제주특별자치도 제주시 내도동","275-2","0275","0002","진흥아트빌","69.5900","85.7800","202506","24","25,500","1","개인","개인","2016","신산마을길 8","-","중개거래","제주 제주시","-"
"4758","제주특별자치도 제주시 애월읍 광령리","47","0047","0000","제일빌리지(A,B,C,D동)","58.9180","77.8580","202506","24","15,500","1","개인","개인","2001","중산간서로 6703-11","-","중개거래","제주 제주시","25.07.11"
"4759","대구광역시 남구 대명동","463-5","0463","0005","하나빌","74.9100","45.6125","202506","24","22,000","4","개인","개인","2003","자유5길 9-4","-","직거래","-","25.06.24"
"4760","서울특별시 강동구 길동","350-3","0350","0003","더힐스빌","29.9700","13.3900","202506","24","31,800","9","개인","개인","2020","천중로 208","-","중개거래","서울 강동구","-"
"4761","서울특별시 용산구 이태원동","212-26","0212","0026","삼원빌라","59.8800","29.3500","202506","24","53,000","2","개인","개인","1993","회나무로26길 9","-","중개거래","서울 용산구","-"
"4762","서울특별시 강동구 둔촌동","513-15","0513","0015","(513-15)","38.4800","24.0300","202506","24","30,000","6","개인","개인","2015","풍성로61길 10-19","-","중개거래","서울 송파구","25.07.02"
"4763","제주특별자치도 제주시 조천읍 함덕리","1752-2","1752","0002","에덴빌리지2차","57.9900","108.9396","202506","24","18,900","3","개인","개인","2016","조천우회로 527","-","중개거래","제주 제주시","-"
"4764","제주특별자치도 서귀포시 법환동","748-1","0748","0001","동남서호","59.8580","69.2720","202506","24","22,500","2","개인","개인","1995","신서귀로 9","-","중개거래","제주 서귀포시","-"
"4765","부산광역시 기장군 기장읍 대라리","144-23","0144","0023","배광그린빌라","70.2300","33.6600","202506","24","8,300","2","개인","개인","2002","차성로242번길 53","-","중개거래","부산 기장군","25.07.01"
"4766","서울특별시 성동구 행당동","313-30","0313","0030","행당더힐","29.3700","17.9500","202506","24","54,500","2","개인","개인","2023","행당로11길 10","-","직거래","-","25.07.15"
"4767","제주특별자치도 서귀포시 대포동","531-1","0531","0001","히페리온빌리지","84.9500","136.3271","202506","24","25,000","1","개인","개인","2017","일주서로 566","-","직거래","-","-"
"4768","서울특별시 용산구 동빙고동","231","0231","0000","(231-0)","44.3900","33.0000","202506","24","380,000","2","개인","개인","1992","서빙고로71길 37-8","-","중개거래","서울 용산구","-"
"4769","서울특별시 용산구 이태원동","223-20","0223","0020","비스타이태원","29.9900","18.0500","202506","24","59,000","3","개인","법인","2024","회나무로12길 26","-","직거래","-","25.06.26"
"4770","서울특별시 용산구 이태원동","223-20","0223","0020","비스타이태원","29.9800","18.0400","202506","24","56,500","3","개인","법인","2024","회나무로12길 26","-","직거래","-","25.06.26"
"4771","서울특별시 용산구 이태원동","223-20","0223","0020","비스타이태원","48.1400","28.9600","202506","24","58,000","2","개인","법인","2024","회나무로12길 26","-","직거래","-","25.06.26"
"4772","서울특별시 종로구 숭인동","60-11","0060","0011","(60-11)","56.5500","29.0600","202506","24","46,500","2","개인","개인","2014","지봉로8길 38","-","중개거래","서울 종로구","-"
"4773","부산광역시 남구 용호동","509-2","0509","0002","아트빌라","35.5400","24.0000","202506","24","4,500","4","개인","개인","2003","동명로169번길 20-14","-","중개거래","부산 연제구","-"
"4774","부산광역시 남구 대연동","1283-15","1283","0015","럭스빌","59.8200","29.7179","202506","24","22,000","4","개인","개인","2012","못골로 49-9","-","중개거래","부산 남구","-"
"4775","부산광역시 북구 덕천동","428-21","0428","0021","좋은빌라(428-21)","53.2200","29.5640","202506","24","15,500","5","개인","법인","2003","만덕대로78번길 42-3","-","직거래","-","25.06.25"
"4776","부산광역시 북구 덕천동","428-28","0428","0028","엘리트빌","19.2500","12.1860","202506","24","7,200","4","개인","개인","2011","의성로127번길 39","-","중개거래","부산 연제구","-"
"4777","부산광역시 북구 덕천동","428-25","0428","0025","자이빌","16.6600","11.6100","202506","24","7,500","4","개인","법인","2012","만덕대로78번길 46-16","-","중개거래","부산 연제구","25.07.11"
