"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-06-23 ~ 2025-07-22"
"실거래구분 : 오피스텔(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","매수","매도","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"1816","인천광역시 서구 석남동","510-12","0510","0012","어반스뷰","59.9138","202506","26","16,700","8","개인","개인","2017"," ","-","중개거래","인천 서구"
"1817","경기도 성남시 수정구 창곡동","559-10","0559","0010","위례엘포트한라비발디","23.5800","202506","26","21,100","16","개인","개인","2020","위례서일로 46","-","중개거래","경기 성남시 수정구"
"1818","경기도 수원시 팔달구 인계동","1036-6","1036","0006","인계 오피앙 오피스텔","19.1400","202506","26","4,900","6","개인","개인","2004","인계로 132","-","중개거래","경기 수원시 팔달구"
"1819","세종특별자치시  어진동","648","0648","0000","2차푸르지오시티","21.9200","202506","26","9,000","9","개인","개인","2014","가름로 255-21","-","중개거래","세종"
"1820","인천광역시 계양구 계산동","1082-4","1082","0004","계산동오피스텔","24.6400","202506","26","4,050","8","개인","개인","2002","도두리로 25-1","-","중개거래","인천 계양구"
"1821","충청남도 천안시 서북구 불당동","1544","1544","0000","천안 불당 지웰시티푸르지오 1단지","84.9272","202506","26","27,500","3","개인","개인","2017","불당26로 80","-","중개거래","충남 천안시 서북구"
"1822","부산광역시 연제구 연산동","580-10","0580","0010","연산 휴레스트","84.0730","202506","26","51,198","12","공공기관","법인","2025","세병로 26","-","직거래","-"
"1823","부산광역시 연제구 연산동","580-10","0580","0010","연산 휴레스트","84.0410","202506","26","51,198","12","공공기관","법인","2025","세병로 26","-","직거래","-"
"1824","제주특별자치도 제주시 조천읍 함덕리","1498","1498","0000","씨앤하우스","83.4171","202506","26","17,032","2","공공기관","법인","2017","함덕서4길 11","-","직거래","-"
"1825","제주특별자치도 제주시 조천읍 함덕리","1498","1498","0000","씨앤하우스","49.5290","202506","26","10,924","4","공공기관","법인","2017","함덕서4길 11","-","직거래","-"
"1826","제주특별자치도 제주시 조천읍 함덕리","1498","1498","0000","씨앤하우스","83.4171","202506","26","17,419","4","공공기관","법인","2017","함덕서4길 11","-","직거래","-"
"1827","제주특별자치도 제주시 조천읍 함덕리","1498","1498","0000","씨앤하우스","83.4171","202506","26","17,419","4","공공기관","법인","2017","함덕서4길 11","-","직거래","-"
"1828","제주특별자치도 제주시 조천읍 함덕리","1498","1498","0000","씨앤하우스","49.5290","202506","26","10,924","3","공공기관","법인","2017","함덕서4길 11","-","직거래","-"
"1829","제주특별자치도 제주시 조천읍 함덕리","1498","1498","0000","씨앤하우스","83.4171","202506","26","17,419","3","공공기관","법인","2017","함덕서4길 11","-","직거래","-"
"1830","제주특별자치도 제주시 조천읍 함덕리","1498","1498","0000","씨앤하우스","83.4171","202506","26","17,419","3","공공기관","법인","2017","함덕서4길 11","-","직거래","-"
"1831","제주특별자치도 제주시 조천읍 함덕리","1498","1498","0000","씨앤하우스","83.4171","202506","26","17,032","2","공공기관","법인","2017","함덕서4길 11","-","직거래","-"
"1832","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","24.4020","202506","26","11,030","2","법인","법인","2023","용머리길 22","-","직거래","-"
"1833","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","24.4020","202506","26","11,030","2","법인","법인","2023","용머리길 22","-","직거래","-"
"1834","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","24.4020","202506","26","11,030","2","법인","법인","2023","용머리길 22","-","직거래","-"
"1835","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","24.4020","202506","26","11,030","2","법인","법인","2023","용머리길 22","-","직거래","-"
"1836","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","21.2020","202506","26","9,583","2","법인","법인","2023","용머리길 22","-","직거래","-"
"1837","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","21.2020","202506","26","9,583","2","법인","법인","2023","용머리길 22","-","직거래","-"
"1838","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","19.7840","202506","26","8,942","2","법인","법인","2023","용머리길 22","-","직거래","-"
"1839","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","21.2020","202506","26","9,583","2","법인","법인","2023","용머리길 22","-","직거래","-"
"1840","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","22.7840","202506","26","10,298","3","법인","법인","2023","용머리길 22","-","직거래","-"
"1841","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","19.7840","202506","26","8,942","3","법인","법인","2023","용머리길 22","-","직거래","-"
"1842","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","21.2020","202506","26","9,583","3","법인","법인","2023","용머리길 22","-","직거래","-"
"1843","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","20.4180","202506","26","9,229","3","법인","법인","2023","용머리길 22","-","직거래","-"
"1844","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","20.4180","202506","26","9,229","4","법인","법인","2023","용머리길 22","-","직거래","-"
"1845","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","18.9218","202506","26","8,553","4","법인","법인","2023","용머리길 22","-","직거래","-"
"1846","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","20.3646","202506","26","9,205","4","법인","법인","2023","용머리길 22","-","직거래","-"
"1847","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","21.2020","202506","26","9,583","4","법인","법인","2023","용머리길 22","-","직거래","-"
"1848","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","21.2020","202506","26","9,583","4","법인","법인","2023","용머리길 22","-","직거래","-"
"1849","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","20.4180","202506","26","9,229","4","법인","법인","2023","용머리길 22","-","직거래","-"
"1850","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","20.4180","202506","26","9,229","4","법인","법인","2023","용머리길 22","-","직거래","-"
"1851","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","21.2020","202506","26","9,583","4","법인","법인","2023","용머리길 22","-","직거래","-"
"1852","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","19.7840","202506","26","8,942","5","법인","법인","2023","용머리길 22","-","직거래","-"
"1853","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","20.3646","202506","26","9,205","5","법인","법인","2023","용머리길 22","-","직거래","-"
"1854","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","20.4180","202506","26","9,229","5","법인","법인","2023","용머리길 22","-","직거래","-"
"1855","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","20.3646","202506","26","9,205","5","법인","법인","2023","용머리길 22","-","직거래","-"
"1856","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","21.2020","202506","26","9,583","5","법인","법인","2023","용머리길 22","-","직거래","-"
"1857","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","21.2020","202506","26","9,583","5","법인","법인","2023","용머리길 22","-","직거래","-"
"1858","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","20.3646","202506","26","9,205","6","법인","법인","2023","용머리길 22","-","직거래","-"
"1859","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","24.4020","202506","26","11,030","6","법인","법인","2023","용머리길 22","-","직거래","-"
"1860","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","22.7840","202506","26","10,298","6","법인","법인","2023","용머리길 22","-","직거래","-"
"1861","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","21.7918","202506","26","9,850","6","법인","법인","2023","용머리길 22","-","직거래","-"
"1862","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","23.5181","202506","26","10,630","6","법인","법인","2023","용머리길 22","-","직거래","-"
"1863","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","20.4180","202506","26","9,229","6","법인","법인","2023","용머리길 22","-","직거래","-"
"1864","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","20.3646","202506","26","9,205","6","법인","법인","2023","용머리길 22","-","직거래","-"
"1865","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","21.2020","202506","26","9,583","6","법인","법인","2023","용머리길 22","-","직거래","-"
"1866","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","24.4020","202506","26","11,030","7","법인","법인","2023","용머리길 22","-","직거래","-"
"1867","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","24.4020","202506","26","11,030","7","법인","법인","2023","용머리길 22","-","직거래","-"
"1868","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","24.4020","202506","26","11,030","7","법인","법인","2023","용머리길 22","-","직거래","-"
"1869","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","22.7840","202506","26","10,298","7","법인","법인","2023","용머리길 22","-","직거래","-"
"1870","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","22.7840","202506","26","10,298","7","법인","법인","2023","용머리길 22","-","직거래","-"
"1871","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","18.1040","202506","26","8,183","7","법인","법인","2023","용머리길 22","-","직거래","-"
"1872","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","18.1040","202506","26","8,183","7","법인","법인","2023","용머리길 22","-","직거래","-"
"1873","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","24.4020","202506","26","11,030","7","법인","법인","2023","용머리길 22","-","직거래","-"
"1874","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","23.5181","202506","26","10,630","7","법인","법인","2023","용머리길 22","-","직거래","-"
"1875","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","20.4180","202506","26","9,229","7","법인","법인","2023","용머리길 22","-","직거래","-"
"1876","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","20.4180","202506","26","9,229","8","법인","법인","2023","용머리길 22","-","직거래","-"
"1877","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","21.2020","202506","26","9,583","8","법인","법인","2023","용머리길 22","-","직거래","-"
"1878","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","19.7840","202506","26","8,942","8","법인","법인","2023","용머리길 22","-","직거래","-"
"1879","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","24.4020","202506","26","11,030","8","법인","법인","2023","용머리길 22","-","직거래","-"
"1880","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","24.4020","202506","26","11,030","8","법인","법인","2023","용머리길 22","-","직거래","-"
"1881","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","24.4020","202506","26","11,030","8","법인","법인","2023","용머리길 22","-","직거래","-"
"1882","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","24.4020","202506","26","11,030","8","법인","법인","2023","용머리길 22","-","직거래","-"
"1883","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","24.4020","202506","26","11,030","8","법인","법인","2023","용머리길 22","-","직거래","-"
"1884","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","23.5181","202506","26","10,630","8","법인","법인","2023","용머리길 22","-","직거래","-"
"1885","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","21.2020","202506","26","9,583","8","법인","법인","2023","용머리길 22","-","직거래","-"
"1886","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","20.3646","202506","26","9,205","8","법인","법인","2023","용머리길 22","-","직거래","-"
"1887","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","21.2020","202506","26","9,583","8","법인","법인","2023","용머리길 22","-","직거래","-"
"1888","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","20.4180","202506","26","9,229","8","법인","법인","2023","용머리길 22","-","직거래","-"
"1889","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","19.7840","202506","26","8,942","9","법인","법인","2023","용머리길 22","-","직거래","-"
"1890","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","24.4020","202506","26","11,030","9","법인","법인","2023","용머리길 22","-","직거래","-"
"1891","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","24.4020","202506","26","11,030","9","법인","법인","2023","용머리길 22","-","직거래","-"
"1892","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","22.7840","202506","26","10,298","9","법인","법인","2023","용머리길 22","-","직거래","-"
"1893","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","21.2020","202506","26","9,583","9","법인","법인","2023","용머리길 22","-","직거래","-"
"1894","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","21.2020","202506","26","9,583","9","법인","법인","2023","용머리길 22","-","직거래","-"
"1895","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","18.9218","202506","26","8,553","9","법인","법인","2023","용머리길 22","-","직거래","-"
"1896","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","20.3646","202506","26","9,205","9","법인","법인","2023","용머리길 22","-","직거래","-"
"1897","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","21.2020","202506","26","9,583","9","법인","법인","2023","용머리길 22","-","직거래","-"
"1898","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","21.2020","202506","26","9,583","9","법인","법인","2023","용머리길 22","-","직거래","-"
"1899","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","21.2020","202506","26","9,583","10","법인","법인","2023","용머리길 22","-","직거래","-"
"1900","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","21.2020","202506","26","9,583","10","법인","법인","2023","용머리길 22","-","직거래","-"
"1901","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","20.3646","202506","26","9,205","10","법인","법인","2023","용머리길 22","-","직거래","-"
"1902","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","24.4020","202506","26","11,030","10","법인","법인","2023","용머리길 22","-","직거래","-"
"1903","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","24.4020","202506","26","11,030","10","법인","법인","2023","용머리길 22","-","직거래","-"
"1904","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","24.4020","202506","26","11,030","10","법인","법인","2023","용머리길 22","-","직거래","-"
"1905","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","24.4020","202506","26","11,030","10","법인","법인","2023","용머리길 22","-","직거래","-"
"1906","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","24.4020","202506","26","11,030","10","법인","법인","2023","용머리길 22","-","직거래","-"
"1907","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","24.4020","202506","26","11,030","10","법인","법인","2023","용머리길 22","-","직거래","-"
"1908","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","24.4020","202506","26","11,030","10","법인","법인","2023","용머리길 22","-","직거래","-"
"1909","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","22.7840","202506","26","10,298","10","법인","법인","2023","용머리길 22","-","직거래","-"
"1910","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","24.4020","202506","26","11,030","10","법인","법인","2023","용머리길 22","-","직거래","-"
"1911","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","21.2020","202506","26","9,583","10","법인","법인","2023","용머리길 22","-","직거래","-"
"1912","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","20.4180","202506","26","9,229","10","법인","법인","2023","용머리길 22","-","직거래","-"
"1913","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","20.4180","202506","26","9,229","10","법인","법인","2023","용머리길 22","-","직거래","-"
"1914","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","21.2020","202506","26","9,583","10","법인","법인","2023","용머리길 22","-","직거래","-"
"1915","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","21.2020","202506","26","9,583","10","법인","법인","2023","용머리길 22","-","직거래","-"
"1916","제주특별자치도 제주시 조천읍 함덕리","1498","1498","0000","씨앤하우스","49.5290","202506","26","10,666","2","공공기관","법인","2017","함덕서4길 11","-","직거래","-"
"1917","인천광역시 부평구 부평동","126-9","0126","0009","유진마젤란주상복합","32.4800","202506","26","7,920","6","법인","법인","2005","장제로 150","-","직거래","-"
"1918","경기도 수원시 팔달구 인계동","1134-11","1134","0011","동양파라곤 2단지","119.1300","202506","26","34,900","7","개인","개인","2007","권선로 751","-","중개거래","경기 수원시 팔달구"
"1919","경기도 하남시 망월동","1096","1096","0000","미사 마이움 센트럴 아케이드","24.3800","202506","26","13,514","5","개인","개인","2018","미사강변중앙로204번길 22","20250704","중개거래","경기 하남시"
"1920","대구광역시 북구 고성동1가","265","0265","0000","힐스테이트 대구역오페라","63.7023","202506","26","18,850","17","개인","개인","2024","칠성남로 30","-","중개거래","대구 북구"
"1921","강원특별자치도 원주시 반곡동","1905-1","1905","0001","이노팰리스","26.6868","202506","26","7,200","7","개인","개인","2016","미래로 39","-","중개거래","강원 원주시"
"1922","경기도 안산시 단원구 고잔동","524","0524","0000","늘봄스위트빌1","25.8400","202506","26","6,500","10","개인","개인","2003","고잔로 18","-","중개거래","경기 안산시 단원구"
"1923","경상북도 경주시 석장동","731-2","0731","0002","(731-2)","24.4200","202506","26","4,300","3","개인","개인","2011","석장길 40-11","-","중개거래","경북 경주시"
"1924","경기도 화성시 영천동","837","0837","0000","동탄센트럴에이스타워","19.3600","202506","26","9,000","7","법인","개인","2019"," ","-","중개거래","경기 화성시"
"1925","경상남도 창원시 성산구 상남동","12-6","0012","0006","청솔아트빌","28.4400","202506","26","3,750","8","개인","개인","2003","마디미로15번길 9","-","중개거래","경남 창원시 성산구"
"1926","경기도 하남시 망월동","1094","1094","0000","e편한세상 시티 미사","24.9030","202506","26","17,400","9","개인","개인","2019","미사강변중앙로 200","-","중개거래","경기 하남시"
"1927","경상남도 창원시 성산구 중앙동","69-16","0069","0016","노블오피스텔","46.4800","202506","26","6,000","7","개인","개인","2013","원이대로580번길 24-7","-","중개거래","경남 창원시 성산구"
"1928","경기도 하남시 망월동","1147-2","1147","0002","힐스테이트에코미사강변","21.7310","202506","26","13,900","10","개인","개인","2019","미사대로 430","-","중개거래","경기 하남시"
"1929","경기도 하남시 망월동","1138","1138","0000","퀸즈파크 미사2차","18.9296","202506","26","12,500","9","개인","개인","2019","미사강변남로 131","-","중개거래","경기 하남시"
"1930","서울특별시 동작구 상도동","324-23","0324","0023","동양스마트빌","28.9080","202506","26","15,000","2","개인","개인","2012","상도로12길 5","-","중개거래","서울 관악구"
"1931","서울특별시 양천구 목동","961","0961","0000","목동 현대 하이페리온2","94.4860","202506","26","183,000","27","개인","개인","2006","오목로 300","-","중개거래","서울 양천구"
"1932","경기도 화성시 송동","725-4","0725","0004","더샵 동탄센텀폴리스 1단지","22.0268","202506","26","13,500","20","개인","개인","2022","동탄대로5길 15","-","중개거래","경기 화성시"
"1933","경기도 용인시 수지구 풍덕천동","1157","1157","0000","힐스테이트 수지구청역","62.9844","202506","26","59,000","14","개인","개인","2022","포은대로 388","-","중개거래","경기 용인시 수지구"
"1934","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","23.5181","202506","26","10,630","8","법인","법인","2023","용머리길 22","-","직거래","-"
"1935","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","22.7840","202506","26","10,298","5","법인","법인","2023","용머리길 22","-","직거래","-"
"1936","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","24.4020","202506","26","11,030","4","법인","법인","2023","용머리길 22","-","직거래","-"
"1937","충청남도 아산시 탕정면 용두리","730","0730","0000","브라운스톤 갤럭시","18.9218","202506","26","8,553","9","법인","법인","2023","용머리길 22","-","직거래","-"
"1938","경기도 성남시 분당구 야탑동","264-1","0264","0001","FOREST HOUSE","68.1280","202506","26","37,000","1","개인","개인","2003","벌말로30번길 46","-","직거래","-"
"1939","경기도 고양시 덕양구 화정동","1000-1","1000","0001","화정건영캐스빌플러스","48.4800","202506","26","15,900","8","개인","개인","2004","화신로 259","-","중개거래","경기 고양시 덕양구"
"1940","인천광역시 서구 청라동","167-16","0167","0016","딜라이트타워","27.1840","202506","26","6,670","10","개인","개인","2012","청라에메랄드로 78","-","중개거래","인천 서구"
"1941","서울특별시 강북구 수유동","230-7","0230","0007","효성 인텔리안 오피스텔","30.4900","202506","26","11,900","5","개인","개인","2005","도봉로 313","-","중개거래","서울 강북구"
"1942","충청남도 천안시 서북구 두정동","1077-7","1077","0007","(1077-7)","21.0000","202506","26","3,954","2","개인","개인","2007","부성8길 13","-","중개거래","충남 천안시 서북구"
"1943","충청남도 천안시 서북구 두정동","1077-7","1077","0007","(1077-7)","21.0000","202506","26","3,954","2","개인","개인","2007","부성8길 13","-","중개거래","충남 천안시 서북구"
"1944","충청남도 천안시 서북구 두정동","1077-7","1077","0007","(1077-7)","21.0000","202506","26","3,954","2","개인","개인","2007","부성8길 13","-","중개거래","충남 천안시 서북구"
"1945","충청남도 천안시 서북구 두정동","1077-7","1077","0007","(1077-7)","42.0000","202506","26","7,904","2","개인","개인","2007","부성8길 13","-","중개거래","충남 천안시 서북구"
"1946","충청남도 천안시 서북구 두정동","1077-7","1077","0007","(1077-7)","21.0000","202506","26","3,954","2","개인","개인","2007","부성8길 13","-","중개거래","충남 천안시 서북구"
"1947","충청남도 천안시 서북구 두정동","1077-7","1077","0007","(1077-7)","21.0000","202506","26","3,954","2","개인","개인","2007","부성8길 13","-","중개거래","충남 천안시 서북구"
"1948","충청남도 천안시 서북구 두정동","1077-7","1077","0007","(1077-7)","34.6950","202506","26","6,533","3","개인","개인","2007","부성8길 13","-","중개거래","충남 천안시 서북구"
"1949","충청남도 천안시 서북구 두정동","1077-7","1077","0007","(1077-7)","42.0000","202506","26","7,904","3","개인","개인","2007","부성8길 13","-","중개거래","충남 천안시 서북구"
"1950","충청남도 천안시 서북구 두정동","1077-7","1077","0007","(1077-7)","21.0000","202506","26","3,954","3","개인","개인","2007","부성8길 13","-","중개거래","충남 천안시 서북구"
"1951","충청남도 천안시 서북구 두정동","1077-7","1077","0007","(1077-7)","42.0000","202506","26","7,904","3","개인","개인","2007","부성8길 13","-","중개거래","충남 천안시 서북구"
"1952","충청남도 천안시 서북구 두정동","1077-7","1077","0007","(1077-7)","42.0000","202506","26","7,904","3","개인","개인","2007","부성8길 13","-","중개거래","충남 천안시 서북구"
"1953","충청남도 천안시 서북구 두정동","1077-7","1077","0007","(1077-7)","23.2900","202506","26","4,385","3","개인","개인","2007","부성8길 13","-","중개거래","충남 천안시 서북구"
"1954","충청남도 천안시 서북구 두정동","1077-7","1077","0007","(1077-7)","34.6950","202506","26","6,533","4","개인","개인","2007","부성8길 13","-","중개거래","충남 천안시 서북구"
"1955","충청남도 천안시 서북구 두정동","1077-7","1077","0007","(1077-7)","42.0000","202506","26","7,904","4","개인","개인","2007","부성8길 13","-","중개거래","충남 천안시 서북구"
"1956","충청남도 천안시 서북구 두정동","1077-7","1077","0007","(1077-7)","21.0000","202506","26","3,954","4","개인","개인","2007","부성8길 13","-","중개거래","충남 천안시 서북구"
"1957","충청남도 천안시 서북구 두정동","1077-7","1077","0007","(1077-7)","42.0000","202506","26","7,904","4","개인","개인","2007","부성8길 13","-","중개거래","충남 천안시 서북구"
"1958","충청남도 천안시 서북구 두정동","1077-7","1077","0007","(1077-7)","42.0000","202506","26","7,904","4","개인","개인","2007","부성8길 13","-","중개거래","충남 천안시 서북구"
"1959","충청남도 천안시 서북구 두정동","1077-7","1077","0007","(1077-7)","23.2900","202506","26","4,385","4","개인","개인","2007","부성8길 13","-","중개거래","충남 천안시 서북구"
"1960","충청남도 천안시 서북구 두정동","1077-7","1077","0007","(1077-7)","48.9900","202506","26","9,219","5","개인","개인","2007","부성8길 13","-","중개거래","충남 천안시 서북구"
"1961","충청남도 천안시 서북구 두정동","1077-7","1077","0007","(1077-7)","48.9900","202506","26","9,219","5","개인","개인","2007","부성8길 13","-","중개거래","충남 천안시 서북구"
"1962","충청남도 천안시 서북구 두정동","1077-7","1077","0007","(1077-7)","48.9900","202506","26","9,219","5","개인","개인","2007","부성8길 13","-","중개거래","충남 천안시 서북구"
"1963","대구광역시 중구 남산동","694-3","0694","0003","반월당 아너스 제네스타워 오피스텔","21.7589","202506","26","10,000","5","개인","법인","2019","중앙대로 312","-","직거래","-"
"1964","경기도 안산시 단원구 고잔동","539-4","0539","0004","휴 지오 오피스텔","21.8560","202506","26","5,000","4","개인","개인","2016","고잔로 116","-","중개거래","경기 안산시 단원구"
"1965","서울특별시 강동구 천호동","414","0414","0000","두산위브센티움","31.3700","202506","26","15,000","18","개인","개인","2004","올림픽로70길 61","-","중개거래","서울 강동구"
"1966","경기도 하남시 망월동","1135","1135","0000","미사역마이움푸르지오시티","19.3860","202506","26","12,500","20","개인","개인","2020","미사강변남로 125","-","중개거래","경기 하남시"
"1967","경기도 화성시 반송동","92-3","0092","0003","센트럴시티 오피스텔","42.7460","202506","26","20,500","20","법인","개인","2011","노작로 175","-","중개거래","경기 화성시"
"1968","울산광역시 남구 신정동","4-8","0004","0008","태화강 리버테라스","25.3625","202506","26","6,800","5","개인","개인","2015","신정로204번길 36","-","직거래","-"
"1969","경기도 고양시 덕양구 동산동","369","0369","0000","이편한세상시티삼송","77.5131","202506","26","53,000","24","개인","개인","2018","동송로 33","-","중개거래","경기 고양시 덕양구"
"1970","세종특별자치시  어진동","656","0656","0000","푸르지오시티","23.7400","202506","26","8,500","19","개인","개인","2014","갈매로 364","-","중개거래","세종"
"1971","부산광역시 동구 범일동","26-8","0026","0008","서면 베스티움 더 시티","24.1000","202506","26","9,000","9","개인","법인","2021","중앙대로 539","-","직거래","-"
